Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT (min),AvgCTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Payment_Mode,Ride Distance (km),Driver Ratings,Customer Rating
03-11-2025,21:21:22,BG-20251103-06159,Cancelled by Customer,CUST105758,Bike,Jakkur,Jakkur,NA,NA,1,Change of plans,0,NA,0,NA,NA,Cash,NA,NA,NA
15-11-2025,11:14:51,BG-20251115-06160,Cancelled by Customer,CUST102841,Bike,Malleshwaram,Whitefield 2,NA,NA,1,Change of plans,0,NA,0,NA,NA,Wallet,NA,NA,NA
29-11-2025,17:30:43,BG-20251129-06161,Cancelled by Customer,CUST105190,Mini,Kengeri,Byatarayanapura,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
21-11-2025,20:12:05,BG-20251121-06162,Successful,CUST100090,eBike,Sommanna Halli,Sommanna Halli,4.4,3.4,0,NA,0,NA,0,NA,93.76,Wallet,12.6,4.3,4.1
11-11-2025,12:38:40,BG-20251111-06163,Successful,CUST102369,Prime Plus,Yeshwanthpur,Rajajinagar,4.6,4.1,0,NA,0,NA,0,NA,103.11,Wallet,2.72,5,5
26-11-2025,17:28:39,BG-20251126-06164,Successful,CUST106561,Prime Sedan,Jayanagar,Bommanahalli,6,3.9,0,NA,0,NA,0,NA,208.16,Credit Card,7.36,5,4.4
28-11-2025,17:54:02,BG-20251128-06165,Successful,CUST103260,Prime Plus,Sirsi Circle,Kundalahalli,8.8,1.7,0,NA,0,NA,0,NA,117.12,Credit Card,2.43,5,4.1
16-11-2025,06:02:50,BG-20251116-06166,Cancelled by Customer,CUST105035,Bike,Shivajinagar,Cunningham Road,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Credit Card,NA,NA,NA
25-11-2025,13:11:38,BG-20251125-06167,Successful,CUST107499,Prime SUV,Frazer Town,Seshadripuram,4.9,0.5,0,NA,0,NA,0,NA,189.19,Wallet,4.17,4.8,4.5
22-11-2025,17:04:37,BG-20251122-06168,Successful,CUST102535,Prime SUV,Cunningham Road,Rajajinagar,2.4,4.1,0,NA,0,NA,0,NA,233.01,Cash,5.72,4.6,4.6
28-11-2025,00:04:04,BG-20251128-06169,Successful,CUST103021,Prime Sedan,Rajajinagar 2,Shivajinagar,5.1,4.5,0,NA,0,NA,0,NA,178.92,Cash,6.77,4.9,4
09-11-2025,09:06:28,BG-20251109-06170,Successful,CUST105033,Prime Sedan,Jayanagar,Cunningham Road,9.2,4.9,0,NA,0,NA,0,NA,76.56,Wallet,0.3,4.6,5
24-11-2025,22:04:13,BG-20251124-06171,Successful,CUST103755,Prime SUV,Yeshwanthpur,Kalyan Nagar,5.4,5.4,0,NA,0,NA,0,NA,192.55,Wallet,3.66,3.8,4.3
24-11-2025,16:02:17,BG-20251124-06172,Successful,CUST102315,Prime Sedan,Richmond Town,Richmond Town,6,2.1,0,NA,0,NA,0,NA,101.4,Cash,1.45,4.8,4.7
01-11-2025,12:54:49,BG-20251101-06173,Successful,CUST100743,Mini,Richmond Town,Ulsoor,3.6,2.5,0,NA,0,NA,0,NA,115.67,Credit Card,5.47,5,3.6
29-11-2025,19:48:23,BG-20251129-06174,Successful,CUST102256,Mini,Koramangala,Ulsoor,4.5,1.9,0,NA,0,NA,0,NA,77.97,Credit Card,1.68,4.5,4.4
25-11-2025,07:53:10,BG-20251125-06175,Successful,CUST103133,Mini,Yeshwanthpur,Sahakara Nagar,4.9,1.1,0,NA,0,NA,0,NA,105.32,Wallet,3.7,5,4.8
22-11-2025,02:50:47,BG-20251122-06176,Cancelled by Customer,CUST103620,eBike,Byatarayanapura,Srirampura,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Wallet,NA,NA,NA
16-11-2025,19:10:51,BG-20251116-06177,Cancelled by Driver,CUST105407,Prime Sedan,Koramangala 4th Block,Banaswadi,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Credit Card,NA,NA,NA
09-11-2025,16:35:19,BG-20251109-06178,Successful,CUST105411,Prime Plus,Ulsoor,Indiranagar,8.7,4.3,0,NA,0,NA,0,NA,81.31,Credit Card,0.33,4.1,5
19-11-2025,09:37:58,BG-20251119-06179,Successful,CUST101291,Bike,MG Road,Peenya,6,5,0,NA,0,NA,0,NA,34.81,Credit Card,1.17,5,4
12-11-2025,21:11:26,BG-20251112-06180,Successful,CUST107354,Prime Plus,MG Road,Hombegowda Nagar,7.3,3.9,0,NA,0,NA,0,NA,97.06,Credit Card,1.38,4.3,4.6
19-11-2025,08:13:03,BG-20251119-06181,Cancelled by Driver,CUST103138,eBike,Yeshwanthpur,Cunningham Road,NA,NA,0,NA,1,The customer was coughing/sick,0,NA,NA,Cash,NA,NA,NA
22-11-2025,02:14:36,BG-20251122-06182,Successful,CUST107892,eBike,Koramangala 4th Block,Hebbal,6,3.5,0,NA,0,NA,0,NA,27.68,UPI,0.76,4.7,4.5
09-11-2025,05:00:06,BG-20251109-06183,Successful,CUST100289,Prime Plus,HSR Layout,HSR Layout,5.4,3.6,0,NA,0,NA,0,NA,114.3,Credit Card,3.24,5,5
07-11-2025,04:10:51,BG-20251107-06184,Cancelled by Driver,CUST105479,Mini,Richmond Town,Yelahanka New Town,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Cash,NA,NA,NA
14-11-2025,01:11:54,BG-20251114-06185,Cancelled by Customer,CUST100848,Auto,HSR Layout,Nagarbhavi,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
29-11-2025,07:57:50,BG-20251129-06186,Successful,CUST106072,Prime Sedan,Kudlu Gate,Banaswadi,3.4,3.1,0,NA,0,NA,0,NA,99.37,UPI,0.59,4.6,4.1
19-11-2025,18:45:51,BG-20251119-06187,Successful,CUST102315,Prime Plus,Electronic City,Koramangala,5,4,0,NA,0,NA,0,NA,119.75,Cash,2.95,4.6,4.6
19-11-2025,02:50:36,BG-20251119-06188,Successful,CUST107001,Auto,Jayanagar,Sirsi Circle,6.9,1.6,0,NA,0,NA,0,NA,24.51,UPI,0.98,4.8,4.9
02-11-2025,09:52:48,BG-20251102-06189,Successful,CUST103070,Auto,Koramangala 4th Block,Banaswadi,4.3,3.6,0,NA,0,NA,0,NA,29.83,UPI,0.74,4,4.5
09-11-2025,16:45:14,BG-20251109-06190,Successful,CUST102190,Mini,Kalyan Nagar,Kalyan Nagar,4.2,1.8,0,NA,0,NA,0,NA,94.8,Cash,4.57,4.9,5
13-11-2025,04:32:32,BG-20251113-06191,Cancelled by Customer,CUST102645,eBike,Yelahanka New Town,HSR Layout,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Cash,NA,NA,NA
15-11-2025,12:40:50,BG-20251115-06192,Cancelled by Driver,CUST102607,Prime SUV,Ulsoor,Nagarbhavi,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Cash,NA,NA,NA
03-11-2025,02:52:26,BG-20251103-06193,Incomplete,CUST100804,Prime Plus,Sirsi Circle,Seshadripuram,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Cash,2.44,NA,NA
11-11-2025,06:59:16,BG-20251111-06194,Successful,CUST101952,Prime Sedan,JP Nagar,Richmond Town,5,4.3,0,NA,0,NA,0,NA,177.52,Wallet,7.31,4.5,4.2
21-11-2025,15:31:44,BG-20251121-06195,Cancelled by Customer,CUST103748,Auto,Peenya,Peenya,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,UPI,NA,NA,NA
14-11-2025,03:53:55,BG-20251114-06196,Incomplete,CUST100604,Bike,Bellandur,Whitefield 2,NA,NA,0,NA,0,NA,1,Vehicle Breakdown,NA,Wallet,0.44,NA,NA
30-11-2025,04:28:28,BG-20251130-06197,Successful,CUST102700,eBike,Hebbal,Hebbal,5.7,4.2,0,NA,0,NA,0,NA,35.86,UPI,2.33,4.2,4.4
25-11-2025,00:47:33,BG-20251125-06198,Successful,CUST106571,Prime Plus,Ulsoor,Ulsoor,3.9,5.1,0,NA,0,NA,0,NA,113.36,UPI,3.09,4.3,4.9
08-11-2025,23:22:36,BG-20251108-06199,Successful,CUST101699,Prime Plus,Outer Ring Road,Koramangala,3.4,2.9,0,NA,0,NA,0,NA,140.37,Cash,3.87,4.3,4.3
18-11-2025,01:09:36,BG-20251118-06200,Successful,CUST106658,Prime Plus,Hebbal,Kengeri,6.3,5.4,0,NA,0,NA,0,NA,62.03,Cash,0.3,4.8,4.9
19-11-2025,07:12:00,BG-20251119-06201,Successful,CUST103910,Prime Plus,Hombegowda Nagar,Adugodi,7.6,4,0,NA,0,NA,0,NA,81.64,Credit Card,1.04,4.8,4.8
16-11-2025,15:14:10,BG-20251116-06202,Cancelled by Driver,CUST107821,Auto,Yelahanka New Town,Rajajinagar,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Credit Card,NA,NA,NA
02-11-2025,01:53:49,BG-20251102-06203,Cancelled by Customer,CUST104614,Prime SUV,Nagarbhavi,Yelahanka,NA,NA,1,Wrong Address,0,NA,0,NA,NA,UPI,NA,NA,NA
08-11-2025,20:32:07,BG-20251108-06204,Successful,CUST106030,Prime Plus,Cunningham Road,Basavanagudi,3.1,2,0,NA,0,NA,0,NA,105.45,Cash,1.84,4,4.7
22-11-2025,23:34:20,BG-20251122-06205,Successful,CUST100069,Prime SUV,Cunningham Road,Yeshwanthpur,4.3,3.5,0,NA,0,NA,0,NA,106,Credit Card,0.3,4.6,4
06-11-2025,11:17:47,BG-20251106-06206,Cancelled by Driver,CUST103713,Bike,Indiranagar,Lalbagh,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,UPI,NA,NA,NA
12-11-2025,18:17:22,BG-20251112-06207,Successful,CUST102564,eBike,Sommanna Halli,Frazer Town,4.6,3.2,0,NA,0,NA,0,NA,36.22,UPI,1.97,4.5,4.7
15-11-2025,09:57:23,BG-20251115-06208,Successful,CUST103790,Prime SUV,Sadashivanagar,Srirampura,8,1.1,0,NA,0,NA,0,NA,232.42,UPI,5.7,4.8,5
25-11-2025,14:06:48,BG-20251125-06209,Successful,CUST106412,Prime SUV,Koramangala 4th Block,Jakkur,5.1,3.4,0,NA,0,NA,0,NA,215.06,UPI,5.39,4.5,5
08-11-2025,08:29:03,BG-20251108-06210,Successful,CUST101771,Prime Sedan,Koramangala,Kengeri,8.1,2.7,0,NA,0,NA,0,NA,141.15,Credit Card,4.1,3.7,4.5
04-11-2025,20:13:00,BG-20251104-06211,Successful,CUST106719,Auto,Kalyan Nagar,Peenya,2.1,3.3,0,NA,0,NA,0,NA,63.12,Credit Card,4.54,4.7,5
15-11-2025,01:50:11,BG-20251115-06212,Cancelled by Driver,CUST107097,Prime Sedan,Jayanagar,Indiranagar,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,UPI,NA,NA,NA
28-11-2025,23:30:12,BG-20251128-06213,Successful,CUST102129,Mini,Kalyan Nagar,Shivajinagar,5.3,2.8,0,NA,0,NA,0,NA,120.12,Credit Card,5.16,4.7,3.3
20-11-2025,13:01:42,BG-20251120-06214,Successful,CUST105864,Auto,Richmond Town,Bommanahalli,2,2.6,0,NA,0,NA,0,NA,62.64,Cash,2.9,4.2,4.2
25-11-2025,09:10:43,BG-20251125-06215,Cancelled by Customer,CUST104900,Prime SUV,Hombegowda Nagar,Domlur,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,UPI,NA,NA,NA
17-11-2025,01:27:51,BG-20251117-06216,Incomplete,CUST101174,eBike,Malleshwaram,Rajajinagar 2,NA,NA,0,NA,0,NA,1,Customer Demand,NA,Wallet,NA,NA,NA
13-11-2025,20:14:27,BG-20251113-06217,Successful,CUST103744,Bike,Outer Ring Road,Whitefield 2,4.9,2.1,0,NA,0,NA,0,NA,42.19,UPI,4.8,5,4.5
18-11-2025,21:24:49,BG-20251118-06218,Cancelled by Customer,CUST101774,Auto,Shivajinagar,Hebbal,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Wallet,NA,NA,NA
02-11-2025,16:19:05,BG-20251102-06219,Cancelled by Customer,CUST105366,Prime Sedan,Koramangala,Kundalahalli,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
13-11-2025,17:14:37,BG-20251113-06220,Successful,CUST103211,eBike,Outer Ring Road,Malleshwaram,7.6,3.7,0,NA,0,NA,0,NA,19.8,Credit Card,0.3,4.4,4.8
13-11-2025,16:25:19,BG-20251113-06221,Cancelled by Customer,CUST103344,Prime SUV,Rajajinagar,Basavanagudi,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Credit Card,NA,NA,NA
22-11-2025,03:12:53,BG-20251122-06222,Incomplete,CUST105296,Prime Sedan,HSR Layout,Whitefield 2,NA,NA,0,NA,0,NA,1,Customer Demand,NA,UPI,NA,NA,NA
15-11-2025,05:56:49,BG-20251115-06223,Cancelled by Customer,CUST101429,Prime Plus,Chamarajpet,Sadashivanagar,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Credit Card,NA,NA,NA
20-11-2025,23:52:50,BG-20251120-06224,Successful,CUST102161,Prime SUV,Koramangala 4th Block,Rajajinagar,5.1,4.8,0,NA,0,NA,0,NA,225.01,UPI,6.05,4.8,4.5
29-11-2025,06:47:44,BG-20251129-06225,Cancelled by Customer,CUST102937,eBike,Banashankari,Nagarbhavi,NA,NA,1,Change of plans,0,NA,0,NA,NA,Credit Card,NA,NA,NA
27-11-2025,11:54:00,BG-20251127-06226,Successful,CUST103890,Prime Sedan,Hombegowda Nagar,Whitefield,7.5,3.1,0,NA,0,NA,0,NA,79.79,Wallet,0.57,5,5
10-11-2025,13:33:05,BG-20251110-06227,Successful,CUST105400,Prime SUV,Yelahanka New Town,Bellandur,4.2,2.7,0,NA,0,NA,0,NA,220.16,Credit Card,4.92,4.5,4.7
29-11-2025,05:44:22,BG-20251129-06228,Successful,CUST100742,Mini,Electronic City,Domlur,2.1,3.8,0,NA,0,NA,0,NA,72.41,UPI,2.04,5,4.2
03-11-2025,05:03:48,BG-20251103-06229,Successful,CUST103428,eBike,Rajajinagar,Lalbagh,5.7,2.9,0,NA,0,NA,0,NA,36.18,Credit Card,3.03,5,4.4
19-11-2025,16:52:01,BG-20251119-06230,Cancelled by Customer,CUST107282,Prime SUV,Malleshwaram,JP Nagar,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
03-11-2025,13:40:23,BG-20251103-06231,Cancelled by Driver,CUST100786,Prime SUV,Kundalahalli,Kundalahalli,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Wallet,NA,NA,NA
22-11-2025,02:03:06,BG-20251122-06232,Successful,CUST104988,Prime SUV,Electronic City,Byatarayanapura,9.2,4.2,0,NA,0,NA,0,NA,252.39,UPI,8.12,4.3,5
14-11-2025,01:54:22,BG-20251114-06233,Cancelled by Driver,CUST100012,Bike,Koramangala 4th Block,Bommanahalli,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,UPI,NA,NA,NA
08-11-2025,11:08:28,BG-20251108-06234,Cancelled by Customer,CUST107561,Prime Plus,JP Nagar,Banashankari,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Cash,NA,NA,NA
27-11-2025,20:50:23,BG-20251127-06235,Successful,CUST107024,Auto,Kalyan Nagar,Sahakara Nagar,4,1.6,0,NA,0,NA,0,NA,141.22,UPI,14.65,4.2,5
23-11-2025,22:15:40,BG-20251123-06236,Successful,CUST101016,Bike,Gottigere,Koramangala,1.9,2.5,0,NA,0,NA,0,NA,24.74,Cash,0.79,5,4
30-11-2025,23:02:43,BG-20251130-06237,Successful,CUST100766,Bike,Jakkur,Basavanagudi,6.1,2.5,0,NA,0,NA,0,NA,41.94,Wallet,4.13,4.3,4.5
04-11-2025,07:33:21,BG-20251104-06238,Cancelled by Driver,CUST103948,Mini,Jayanagar,Bellandur,NA,NA,0,NA,1,Customer related issue,0,NA,NA,Wallet,NA,NA,NA
27-11-2025,19:02:58,BG-20251127-06239,Successful,CUST103669,Prime Plus,Lalbagh,Frazer Town,4.3,1.4,0,NA,0,NA,0,NA,142.84,Wallet,5.48,4.2,4.6
28-11-2025,13:52:46,BG-20251128-06240,Successful,CUST106820,eBike,Domlur,Whitefield 2,4.4,3.9,0,NA,0,NA,0,NA,51.8,Wallet,2.55,4.4,5
20-11-2025,15:12:54,BG-20251120-06241,Cancelled by Customer,CUST102468,eBike,Seshadripuram,Peenya,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Cash,NA,NA,NA
11-11-2025,02:53:06,BG-20251111-06242,Successful,CUST100150,Auto,Kundalahalli,Hombegowda Nagar,5.6,5,0,NA,0,NA,0,NA,73.22,Credit Card,5.82,5,4.7
26-11-2025,21:27:08,BG-20251126-06243,Cancelled by Customer,CUST101241,Bike,Outer Ring Road,Banashankari,NA,NA,1,Wrong Address,0,NA,0,NA,NA,UPI,NA,NA,NA
11-11-2025,04:13:45,BG-20251111-06244,Successful,CUST100207,Bike,Lalbagh,JP Nagar,1,4,0,NA,0,NA,0,NA,22.08,UPI,3.22,4.8,4.6
27-11-2025,04:38:13,BG-20251127-06245,Successful,CUST102725,Prime Plus,Sadashivanagar,Banashankari,5.3,3.2,0,NA,0,NA,0,NA,86.41,Credit Card,1.03,5,3.7
30-11-2025,20:03:17,BG-20251130-06246,Successful,CUST101419,Prime SUV,Koramangala 4th Block,Koramangala 4th Block,4.3,2.9,0,NA,0,NA,0,NA,119.37,Wallet,0.8,3.8,4.4
11-11-2025,11:57:01,BG-20251111-06247,Successful,CUST106767,Prime Sedan,Kudlu Gate,Domlur,1.4,3,0,NA,0,NA,0,NA,117.19,Credit Card,2.7,4.6,5
02-11-2025,05:04:21,BG-20251102-06248,Successful,CUST101566,Prime Plus,Banashankari,Kalyan Nagar,4.3,5.6,0,NA,0,NA,0,NA,152.4,UPI,5.37,4.3,5
30-11-2025,07:36:18,BG-20251130-06249,Successful,CUST105181,Prime SUV,Richmond Town,Richmond Town,7.7,2.3,0,NA,0,NA,0,NA,332.94,Wallet,11.31,4.7,3.2
17-11-2025,03:18:57,BG-20251117-06250,Successful,CUST103070,Mini,Koramangala,Koramangala 4th Block,6.2,2.6,0,NA,0,NA,0,NA,144.08,Wallet,7.74,4.5,4.6
09-11-2025,18:25:30,BG-20251109-06251,Cancelled by Customer,CUST107089,Prime SUV,Sahakara Nagar,Rajankunte,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Cash,NA,NA,NA
28-11-2025,13:09:26,BG-20251128-06252,Successful,CUST103962,Auto,Sahakara Nagar,Chamarajpet,5,3.2,0,NA,0,NA,0,NA,116.89,Credit Card,11.73,4.3,4.3
28-11-2025,20:05:22,BG-20251128-06253,Cancelled by Customer,CUST103156,Prime Plus,Electronic City,Basavanagudi,NA,NA,1,Driver asked to cancel,0,NA,0,NA,NA,Cash,NA,NA,NA
02-11-2025,11:09:20,BG-20251102-06254,Successful,CUST106823,Bike,Lalbagh,Vijayanagar,2.9,3.5,0,NA,0,NA,0,NA,27.12,Cash,0.61,3.8,4.8
29-11-2025,12:35:13,BG-20251129-06255,Successful,CUST107103,Auto,Gottigere,Rajajinagar,3.7,2.9,0,NA,0,NA,0,NA,29.39,Cash,1.94,4.2,4.7
24-11-2025,07:30:32,BG-20251124-06256,Successful,CUST105779,Mini,Richmond Town,Richmond Town,4.2,4.9,0,NA,0,NA,0,NA,64.59,Wallet,0.62,4.7,4.1
15-11-2025,04:49:18,BG-20251115-06257,Successful,CUST103971,eBike,Gottigere,Nagarbhavi,4,2.3,0,NA,0,NA,0,NA,21.24,Wallet,0.54,4.8,4.8
16-11-2025,17:08:30,BG-20251116-06258,Successful,CUST103492,Bike,Shivajinagar,Sirsi Circle,5.9,2.9,0,NA,0,NA,0,NA,60.55,Cash,2.31,4.6,4.6
25-11-2025,23:55:57,BG-20251125-06259,Cancelled by Customer,CUST107085,Auto,Richmond Town,Rajajinagar 2,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Wallet,NA,NA,NA
04-11-2025,13:33:41,BG-20251104-06260,Successful,CUST102121,eBike,Basavanagudi,Hombegowda Nagar,5,4.5,0,NA,0,NA,0,NA,28.78,Credit Card,2.56,4.4,4
08-11-2025,07:52:45,BG-20251108-06261,Successful,CUST105126,Prime SUV,Cunningham Road,Lalbagh,7,2.5,0,NA,0,NA,0,NA,205.4,Wallet,4.97,4.4,3.8
09-11-2025,03:39:49,BG-20251109-06262,Cancelled by Customer,CUST104639,Mini,Cunningham Road,Lalbagh,NA,NA,1,Driver is not moving towards pickup location,0,NA,0,NA,NA,Credit Card,NA,NA,NA
26-11-2025,21:19:09,BG-20251126-06263,Successful,CUST107937,Prime Sedan,Whitefield 2,Sommanna Halli,7.1,3.8,0,NA,0,NA,0,NA,115.46,Credit Card,1.59,4.7,4.4
26-11-2025,02:00:48,BG-20251126-06264,Successful,CUST103101,Prime SUV,Frazer Town,Ulsoor,7.6,4.1,0,NA,0,NA,0,NA,155.55,Cash,1.83,4.8,4.9
05-11-2025,01:12:49,BG-20251105-06265,Successful,CUST100490,Mini,Hombegowda Nagar,Bommanahalli,8.1,4,0,NA,0,NA,0,NA,59.46,Cash,0.51,4.8,4.3
16-11-2025,17:42:43,BG-20251116-06266,Cancelled by Customer,CUST107575,eBike,Sahakara Nagar,Yeshwanthpur,NA,NA,1,Wrong Address,0,NA,0,NA,NA,Wallet,NA,NA,NA
13-11-2025,02:14:10,BG-20251113-06267,Successful,CUST105413,Bike,Adugodi,Malleshwaram,5.1,3.4,0,NA,0,NA,0,NA,23.38,Wallet,0.64,4.7,4.6
30-11-2025,07:56:45,BG-20251130-06268,Successful,CUST101578,Prime SUV,Kalyan Nagar,Vijayanagar,7.6,3.9,0,NA,0,NA,0,NA,118.73,Credit Card,0.3,4.4,4.8
07-11-2025,13:46:56,BG-20251107-06269,Cancelled by Driver,CUST101711,Bike,Byatarayanapura,Sommanna Halli,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,UPI,NA,NA,NA
26-11-2025,15:07:59,BG-20251126-06270,Cancelled by Driver,CUST104139,eBike,Cunningham Road,Koramangala,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,UPI,NA,NA,NA
20-11-2025,22:28:54,BG-20251120-06271,Successful,CUST107832,Prime Plus,Rajajinagar 2,Shivajinagar,9.4,2.4,0,NA,0,NA,0,NA,92.41,UPI,1.98,4.6,4.6
17-11-2025,11:21:23,BG-20251117-06272,Cancelled by Customer,CUST105739,Bike,Sirsi Circle,Sadashivanagar,NA,NA,1,Change of plans,0,NA,0,NA,NA,Credit Card,NA,NA,NA
03-11-2025,09:10:55,BG-20251103-06273,Successful,CUST101501,Prime SUV,Yelahanka,Kundalahalli,7.4,4.7,0,NA,0,NA,0,NA,129.38,Wallet,1.2,4.4,4.7
05-11-2025,19:05:31,BG-20251105-06274,Cancelled by Customer,CUST102034,eBike,Chamarajpet,Kalyan Nagar,NA,NA,1,Change of plans,0,NA,0,NA,NA,UPI,NA,NA,NA
19-11-2025,02:04:10,BG-20251119-06275,Successful,CUST106590,Prime Sedan,Basavanagudi,MG Road,8.2,3.6,0,NA,0,NA,0,NA,123.44,UPI,1.72,5,3.7
12-11-2025,00:48:45,BG-20251112-06276,Successful,CUST102133,Bike,HSR Layout,Hombegowda Nagar,3.8,3.9,0,NA,0,NA,0,NA,29.83,UPI,2.98,4.8,4.6
29-11-2025,22:14:11,BG-20251129-06277,Successful,CUST100295,Mini,Nagarbhavi,Vijayanagar,7.3,4.2,0,NA,0,NA,0,NA,83.09,Credit Card,3.56,4.8,4.5
27-11-2025,13:57:52,BG-20251127-06278,Successful,CUST105525,Prime Sedan,Adugodi,Frazer Town,6,4.7,0,NA,0,NA,0,NA,165.7,Credit Card,6.11,4.7,4.5
07-11-2025,01:28:30,BG-20251107-06279,Cancelled by Customer,CUST102672,Mini,Sahakara Nagar,Cunningham Road,NA,NA,1,AC is not working,0,NA,0,NA,NA,Credit Card,NA,NA,NA
28-11-2025,08:50:17,BG-20251128-06280,Successful,CUST104032,Prime SUV,Seshadripuram,Kalyan Nagar,5.5,4.7,0,NA,0,NA,0,NA,147.18,UPI,2.03,5,4.4
09-11-2025,12:22:08,BG-20251109-06281,Successful,CUST107724,Bike,Adugodi,Gottigere,2.9,5.2,0,NA,0,NA,0,NA,34.85,UPI,6.2,5,4.2
28-11-2025,15:29:39,BG-20251128-06282,Successful,CUST107398,Bike,Rajankunte,Domlur,5.1,2.9,0,NA,0,NA,0,NA,21.8,Cash,0.3,5,5
06-11-2025,23:33:36,BG-20251106-06283,Successful,CUST104412,eBike,Yelahanka New Town,Cunningham Road,6.3,3.5,0,NA,0,NA,0,NA,33.76,Wallet,1.01,4.3,4.6
29-11-2025,22:57:21,BG-20251129-06284,Cancelled by Driver,CUST106181,Mini,Lalbagh,Yelahanka New Town,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Cash,NA,NA,NA
26-11-2025,23:21:23,BG-20251126-06285,Successful,CUST105572,Prime Sedan,Gottigere,Kundalahalli,6.1,1.7,0,NA,0,NA,0,NA,151.67,Wallet,4.63,4.6,5
17-11-2025,21:11:50,BG-20251117-06286,Cancelled by Driver,CUST105093,Prime SUV,Frazer Town,Richmond Town,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Credit Card,NA,NA,NA
16-11-2025,04:17:37,BG-20251116-06287,Successful,CUST105592,eBike,Koramangala 4th Block,Jayanagar,5.2,2.5,0,NA,0,NA,0,NA,42.45,UPI,3.06,4.4,4.8
23-11-2025,11:45:11,BG-20251123-06288,Cancelled by Driver,CUST105672,Bike,Bellandur,Ulsoor,NA,NA,0,NA,1,Personal & Car related issues,0,NA,NA,Credit Card,NA,NA,NA
03-11-2025,01:06:20,BG-20251103-06289,Successful,CUST103224,Mini,Whitefield 2,Whitefield 2,5.7,2.7,0,NA,0,NA,0,NA,158.77,Cash,10.16,4.6,4
21-11-2025,05:48:06,BG-20251121-06290,Cancelled by Driver,CUST100863,Mini,Adugodi,Adugodi,NA,NA,0,NA,1,More than permitted people in there,0,NA,NA,Cash,NA,NA,NA
26-11-2025,21:25:12,BG-20251126-06291,Successful,CUST101249,Mini,Marathahalli,Malleshwaram,2.1,4.7,0,NA,0,NA,0,NA,152.17,UPI,7.81,4.1,3.6
04-11-2025,14:07:57,BG-20251104-06292,Successful,CUST106382,eBike,Nagarbhavi,Rajajinagar,4,3.7,0,NA,0,NA,0,NA,62.74,Credit Card,4.46,3.8,5
10-11-2025,10:03:01,BG-20251110-06293,Successful,CUST107016,Auto,Adugodi,Adugodi,3,4,0,NA,0,NA,0,NA,58.05,Wallet,5.36,5,4
05-11-2025,09:14:22,BG-20251105-06294,Successful,CUST102668,Bike,Bommanahalli,Ulsoor,3.4,5.4,0,NA,0,NA,0,NA,25.8,UPI,2.26,4.4,5
21-11-2025,00:15:47,BG-20251121-06295,Successful,CUST103985,Prime Plus,Yeshwanthpur,Rajajinagar,7.4,2.4,0,NA,0,NA,0,NA,261.6,Wallet,14.34,5,4.2
22-11-2025,00:00:22,BG-20251122-06296,Successful,CUST106516,eBike,Gottigere,Kundalahalli,3.6,2.2,0,NA,0,NA,0,NA,61.29,UPI,6.16,4.9,4.4
30-11-2025,00:18:48,BG-20251130-06297,Cancelled by Customer,CUST106235,Prime Plus,Rajajinagar,Outer Ring Road,NA,NA,1,Change of plans,0,NA,0,NA,NA,Wallet,NA,NA,NA
