Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT (min),AvgCTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Ride Distance (km),Driver Rating,Customer Rating,Payment Mode
2025-11-30,10:03:02,BG-20251130-06604,Successful,CUST107218,Bike,Frazer Town,Gottigere,2.3,3.4,0,,0,,0,,22.52,0.42,4.7,4.7,Credit Card
2025-11-14,22:22:21,BG-20251114-06605,Successful,CUST107672,Auto,Kudlu Gate,Richmond Town,4.4,2.7,0,,0,,0,,80.68,6.62,4.5,4.6,Wallet
2025-11-20,11:44:29,BG-20251120-06606,Cancelled by Driver,CUST101750,eBike,Sommanna Halli,Sahakara Nagar,,,0,,1,Customer related issue,0,,,,,,Credit Card
2025-11-28,22:09:41,BG-20251128-06607,Cancelled by Driver,CUST102600,Prime SUV,Seshadripuram,Koramangala 4th Block,,,0,,1,Customer related issue,0,,,,,,UPI
2025-11-07,01:47:37,BG-20251107-06608,Successful,CUST104406,Prime Plus,Indiranagar,Rajankunte,5.2,3.8,0,,0,,0,,102.42,1.33,4.4,4.1,Credit Card
2025-11-21,01:52:29,BG-20251121-06609,Cancelled by Customer,CUST105787,Prime SUV,Malleshwaram,Banaswadi,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-23,09:11:04,BG-20251123-06610,Cancelled by Customer,CUST106197,Auto,Gottigere,Kundalahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-12,02:43:41,BG-20251112-06611,Cancelled by Customer,CUST107643,Prime SUV,Yelahanka,Chamarajpet,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Wallet
2025-11-17,21:50:55,BG-20251117-06612,Successful,CUST105067,Auto,Kundalahalli,Basavanagudi,3.3,3.9,0,,0,,0,,31.03,2.18,4.6,5.0,Cash
2025-11-17,02:07:44,BG-20251117-06613,Cancelled by Driver,CUST107562,Mini,Rajajinagar 2,HSR Layout,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-10,08:08:01,BG-20251110-06614,Successful,CUST107194,Prime Sedan,Banaswadi,Kalyan Nagar,4.1,2.5,0,,0,,0,,196.55,6.49,4.7,5.0,Cash
2025-11-30,08:50:21,BG-20251130-06615,Cancelled by Driver,CUST105225,Bike,Malleshwaram,Malleshwaram,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-29,06:50:47,BG-20251129-06616,Successful,CUST107447,Prime Sedan,Yelahanka New Town,Yelahanka New Town,6.1,1.7,0,,0,,0,,171.47,6.88,5.0,4.6,Credit Card
2025-11-19,19:25:18,BG-20251119-06617,Incomplete,CUST101325,Prime Sedan,Sommanna Halli,Rajankunte,,,0,,0,,1,Other Issue,,,,,Credit Card
2025-11-14,22:46:25,BG-20251114-06618,Successful,CUST100182,Mini,Domlur,Richmond Town,4.9,3.1,0,,0,,0,,77.06,1.32,4.4,4.6,Cash
2025-11-11,22:59:59,BG-20251111-06619,Incomplete,CUST106381,Mini,Banaswadi,Vijayanagar,,,0,,0,,1,Vehicle Breakdown,,1.76,,,Wallet
2025-11-02,20:49:04,BG-20251102-06620,Cancelled by Customer,CUST106156,Mini,Koramangala,Banashankari,,,1,Wrong Address,0,,0,,,,,,Wallet
2025-11-18,07:40:03,BG-20251118-06621,Successful,CUST105420,Prime SUV,Banaswadi,Sadashivanagar,7.5,4.0,0,,0,,0,,120.59,0.76,4.7,4.5,UPI
2025-11-07,12:54:18,BG-20251107-06622,Cancelled by Customer,CUST106039,Prime Plus,Koramangala,Koramangala 4th Block,,,1,Driver asked to cancel,0,,0,,,,,,UPI
2025-11-12,19:36:45,BG-20251112-06623,Successful,CUST107868,Bike,Ulsoor,Gottigere,2.6,5.7,0,,0,,0,,31.25,0.77,4.3,4.8,Credit Card
2025-11-26,05:27:03,BG-20251126-06624,Incomplete,CUST107428,Prime SUV,Hebbal,Sadashivanagar,,,0,,0,,1,Customer Demand,,,,,Credit Card
2025-11-02,12:20:40,BG-20251102-06625,Cancelled by Customer,CUST101397,Prime Sedan,Ulsoor,Shivajinagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-27,22:53:47,BG-20251127-06626,Cancelled by Customer,CUST106174,Prime Plus,Sommanna Halli,Lalbagh,,,1,Wrong Address,0,,0,,,,,,Credit Card
2025-11-20,02:08:24,BG-20251120-06627,Successful,CUST106536,Prime Sedan,Hebbal,Whitefield 2,10.6,1.0,0,,0,,0,,250.49,10.77,5.0,5.0,Wallet
2025-11-18,07:37:40,BG-20251118-06628,Successful,CUST100775,Bike,Banaswadi,Koramangala 4th Block,8.5,4.1,0,,0,,0,,28.14,0.49,4.4,4.1,Cash
2025-11-06,23:04:05,BG-20251106-06629,Successful,CUST100458,eBike,Hombegowda Nagar,Malleshwaram,5.7,4.6,0,,0,,0,,44.62,4.07,4.7,4.5,Wallet
2025-11-24,23:00:05,BG-20251124-06630,Incomplete,CUST106038,Mini,Rajankunte,Jayanagar,,,0,,0,,1,Vehicle Breakdown,,2.34,,,Cash
2025-11-10,20:25:11,BG-20251110-06631,Successful,CUST103508,Prime SUV,Adugodi,Adugodi,4.5,4.6,0,,0,,0,,162.19,2.69,3.6,4.6,Credit Card
2025-11-20,01:49:25,BG-20251120-06632,Successful,CUST100619,Prime Plus,Rajajinagar 2,Marathahalli,6.1,3.1,0,,0,,0,,86.98,1.29,4.4,4.8,Cash
2025-11-15,01:21:10,BG-20251115-06633,Successful,CUST105662,Bike,Gottigere,Frazer Town,4.3,5.1,0,,0,,0,,39.81,3.92,4.0,4.4,Cash
2025-11-05,05:15:09,BG-20251105-06634,Cancelled by Customer,CUST106886,Auto,Ulsoor,Sirsi Circle,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-20,02:31:57,BG-20251120-06635,Successful,CUST100012,Bike,Peenya,Hebbal,4.2,4.7,0,,0,,0,,20.3,3.56,4.1,3.5,Wallet
2025-11-03,18:44:34,BG-20251103-06636,Successful,CUST103148,Auto,Rajankunte,Adugodi,1.9,3.5,0,,0,,0,,46.98,0.88,4.7,4.5,Credit Card
2025-11-05,12:18:42,BG-20251105-06637,Successful,CUST101450,Prime Plus,Electronic City,Lalbagh,4.4,2.8,0,,0,,0,,87.28,1.43,4.2,4.5,Wallet
2025-11-30,05:35:28,BG-20251130-06638,Cancelled by Customer,CUST105615,Prime Plus,Banaswadi,Yelahanka New Town,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-25,19:10:01,BG-20251125-06639,Successful,CUST105705,Prime SUV,Lalbagh,Rajajinagar 2,4.1,3.8,0,,0,,0,,158.47,2.94,4.7,4.3,Credit Card
2025-11-08,00:07:20,BG-20251108-06640,Successful,CUST102400,Mini,Domlur,Yelahanka,4.9,2.6,0,,0,,0,,110.39,3.79,4.2,3.9,Cash
2025-11-08,16:55:55,BG-20251108-06641,Successful,CUST106172,eBike,Adugodi,Banashankari,4.1,3.2,0,,0,,0,,64.47,7.78,5.0,4.9,UPI
2025-11-08,13:46:53,BG-20251108-06642,Successful,CUST103674,Prime Sedan,Kudlu Gate,Shivajinagar,3.5,1.6,0,,0,,0,,136.07,4.29,4.6,4.2,UPI
2025-11-12,19:42:29,BG-20251112-06643,Successful,CUST104480,Bike,Outer Ring Road,Byatarayanapura,7.3,3.3,0,,0,,0,,30.68,1.78,4.9,4.7,Credit Card
2025-11-24,03:14:23,BG-20251124-06644,Successful,CUST103021,Prime Sedan,Sadashivanagar,Marathahalli,6.2,1.1,0,,0,,0,,133.37,4.08,4.6,4.3,Credit Card
2025-11-23,05:25:47,BG-20251123-06645,Cancelled by Customer,CUST106935,Bike,Jakkur,Banashankari,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Wallet
2025-11-08,22:41:02,BG-20251108-06646,Cancelled by Driver,CUST100240,Prime SUV,MG Road,Chamarajpet,,,0,,1,Personal & Car related issues,0,,,,,,Credit Card
2025-11-11,00:00:05,BG-20251111-06647,Successful,CUST105444,Prime Sedan,Jakkur,Ulsoor,6.1,3.7,0,,0,,0,,110.2,1.72,4.8,4.5,Wallet
2025-11-14,01:57:18,BG-20251114-06648,Successful,CUST100175,Bike,Seshadripuram,Seshadripuram,5.1,5.8,0,,0,,0,,27.45,0.64,4.0,5.0,UPI
2025-11-08,01:46:54,BG-20251108-06649,Successful,CUST104166,Bike,Hombegowda Nagar,Indiranagar,3.3,3.9,0,,0,,0,,23.34,1.54,4.8,4.7,UPI
2025-11-29,19:18:26,BG-20251129-06650,Successful,CUST105955,eBike,Richmond Town,Rajajinagar 2,4.0,3.5,0,,0,,0,,50.49,5.93,4.0,4.8,Credit Card
2025-11-30,21:16:26,BG-20251130-06651,Successful,CUST105058,Mini,Sirsi Circle,Nagarbhavi,7.5,5.4,0,,0,,0,,271.74,18.81,4.8,4.6,Cash
2025-11-24,00:43:26,BG-20251124-06652,Cancelled by Driver,CUST106214,Auto,Jakkur,Yelahanka New Town,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-28,04:34:42,BG-20251128-06653,Successful,CUST100053,eBike,Byatarayanapura,Jayanagar,3.9,3.9,0,,0,,0,,51.09,1.64,4.9,5.0,Wallet
2025-11-10,19:57:53,BG-20251110-06654,Cancelled by Driver,CUST101576,Bike,Shivajinagar,Malleshwaram,,,0,,1,Customer related issue,0,,,,,,Wallet
2025-11-07,09:25:48,BG-20251107-06655,Successful,CUST100943,Prime Plus,Outer Ring Road,Kengeri,2.8,4.9,0,,0,,0,,153.87,5.77,4.2,4.8,UPI
2025-11-28,05:47:55,BG-20251128-06656,Cancelled by Driver,CUST101460,Auto,MG Road,Kalyan Nagar,,,0,,1,More than permitted people in there,0,,,,,,Credit Card
2025-11-17,03:37:37,BG-20251117-06657,Successful,CUST107513,Bike,Yelahanka New Town,Outer Ring Road,3.7,3.9,0,,0,,0,,26.14,0.85,4.1,5.0,UPI
2025-11-04,09:00:00,BG-20251104-06658,Cancelled by Customer,CUST106539,Prime Plus,Marathahalli,Kundalahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Cash
2025-11-29,19:50:58,BG-20251129-06659,Cancelled by Driver,CUST101431,Prime Plus,Vijayanagar,Shivajinagar,,,0,,1,More than permitted people in there,0,,,,,,Cash
2025-11-13,19:03:27,BG-20251113-06660,Successful,CUST107003,Prime SUV,Koramangala 4th Block,Sirsi Circle,8.4,4.4,0,,0,,0,,137.73,0.93,4.6,4.5,Credit Card
2025-11-04,07:38:23,BG-20251104-06661,Cancelled by Customer,CUST100272,eBike,HSR Layout,Kalyan Nagar,,,1,Wrong Address,0,,0,,,,,,UPI
2025-11-05,06:36:05,BG-20251105-06662,Cancelled by Customer,CUST105892,Auto,Nagarbhavi,Rajankunte,,,1,Change of plans,0,,0,,,,,,Credit Card
2025-11-26,12:56:52,BG-20251126-06663,Successful,CUST103621,Prime Sedan,Rajajinagar,Byatarayanapura,2.2,5.8,0,,0,,0,,81.58,0.46,4.2,4.7,UPI
2025-11-22,23:25:35,BG-20251122-06664,Successful,CUST102108,eBike,Sadashivanagar,Yelahanka,4.7,4.1,0,,0,,0,,40.94,0.3,4.5,4.5,Wallet
2025-11-04,22:42:28,BG-20251104-06665,Successful,CUST102944,Prime Plus,Basavanagudi,Rajankunte,11.4,3.1,0,,0,,0,,178.65,6.98,4.4,4.5,Wallet
2025-11-18,02:37:08,BG-20251118-06666,Incomplete,CUST104985,Mini,Indiranagar,Rajajinagar 2,,,0,,0,,1,Other Issue,,,,,Wallet
2025-11-06,08:43:39,BG-20251106-06667,Successful,CUST100681,Prime SUV,Kalyan Nagar,Kalyan Nagar,4.5,3.6,0,,0,,0,,111.96,0.3,4.9,3.9,UPI
2025-11-24,18:06:35,BG-20251124-06668,Cancelled by Customer,CUST107707,Prime Sedan,Hombegowda Nagar,Hombegowda Nagar,,,1,AC is not working,0,,0,,,,,,UPI
2025-11-24,20:28:15,BG-20251124-06669,Successful,CUST106546,Mini,Peenya,Peenya,6.6,3.6,0,,0,,0,,78.07,1.24,4.6,4.0,Cash
2025-11-23,10:52:22,BG-20251123-06670,Successful,CUST104221,Prime SUV,Basavanagudi,Whitefield,7.3,3.0,0,,0,,0,,189.93,3.69,4.1,4.7,Credit Card
2025-11-22,19:52:20,BG-20251122-06671,Successful,CUST100770,Prime SUV,MG Road,Banashankari,6.6,4.0,0,,0,,0,,152.16,1.91,4.4,5.0,Wallet
2025-11-02,10:38:09,BG-20251102-06672,Successful,CUST100793,Prime Plus,Shivajinagar,Outer Ring Road,3.6,3.0,0,,0,,0,,88.83,1.21,4.5,5.0,Cash
2025-11-23,21:22:28,BG-20251123-06673,Cancelled by Customer,CUST107727,Prime Plus,Seshadripuram,Koramangala 4th Block,,,1,Change of plans,0,,0,,,,,,Credit Card
2025-11-11,16:22:31,BG-20251111-06674,Successful,CUST101206,Prime Plus,Hombegowda Nagar,Yelahanka,6.3,3.2,0,,0,,0,,71.62,0.32,4.9,5.0,Wallet
2025-11-28,03:15:55,BG-20251128-06675,Successful,CUST103727,Bike,Hombegowda Nagar,Lalbagh,4.6,3.2,0,,0,,0,,27.43,4.03,4.6,5.0,Credit Card
2025-11-14,23:29:13,BG-20251114-06676,Cancelled by Customer,CUST103201,Auto,Adugodi,Lalbagh,,,1,Wrong Address,0,,0,,,,,,Cash
2025-11-30,01:04:50,BG-20251130-06677,Cancelled by Customer,CUST102751,Mini,Nagarbhavi,Kundalahalli,,,1,Change of plans,0,,0,,,,,,Wallet
2025-11-05,04:46:15,BG-20251105-06678,Cancelled by Customer,CUST106852,Prime SUV,Byatarayanapura,Koramangala 4th Block,,,1,Wrong Address,0,,0,,,,,,Cash
2025-11-06,20:45:27,BG-20251106-06679,Successful,CUST101791,Auto,Whitefield 2,Kundalahalli,5.3,4.8,0,,0,,0,,37.29,0.6,4.0,4.1,Cash
2025-11-10,18:14:47,BG-20251110-06680,Successful,CUST106841,Prime Sedan,Adugodi,Yelahanka New Town,9.4,2.8,0,,0,,0,,95.1,0.37,4.3,4.9,Wallet
2025-11-08,23:36:23,BG-20251108-06681,Successful,CUST106477,eBike,Rajajinagar 2,Byatarayanapura,3.4,1.9,0,,0,,0,,42.97,4.94,4.5,3.8,Credit Card
2025-11-14,06:44:48,BG-20251114-06682,Successful,CUST107006,Prime Plus,Yelahanka New Town,Yelahanka New Town,8.3,4.5,0,,0,,0,,136.08,4.31,4.3,4.9,UPI
2025-11-24,12:57:09,BG-20251124-06683,Cancelled by Customer,CUST102005,Mini,Banaswadi,Frazer Town,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-03,13:16:40,BG-20251103-06684,Successful,CUST102744,Prime Plus,Sahakara Nagar,Marathahalli,5.3,3.8,0,,0,,0,,239.93,12.07,5.0,4.7,UPI
2025-11-12,10:22:47,BG-20251112-06685,Cancelled by Driver,CUST105242,Auto,Banaswadi,Basavanagudi,,,0,,1,More than permitted people in there,0,,,,,,UPI
2025-11-16,21:36:50,BG-20251116-06686,Cancelled by Customer,CUST106749,eBike,Sommanna Halli,Rajajinagar 2,,,1,Wrong Address,0,,0,,,,,,Cash
2025-11-28,21:35:54,BG-20251128-06687,Successful,CUST106011,Prime SUV,Koramangala,Banashankari,1.7,3.7,0,,0,,0,,376.22,13.34,4.7,5.0,Cash
2025-11-30,19:01:53,BG-20251130-06688,Cancelled by Customer,CUST103207,Mini,Cunningham Road,Yelahanka New Town,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Wallet
2025-11-23,22:59:22,BG-20251123-06689,Cancelled by Driver,CUST101182,Prime Plus,Hombegowda Nagar,Hombegowda Nagar,,,0,,1,Customer related issue,0,,,,,,Credit Card
2025-11-17,08:03:42,BG-20251117-06690,Successful,CUST104247,eBike,Byatarayanapura,HSR Layout,3.4,3.1,0,,0,,0,,19.8,0.3,4.4,4.9,UPI
2025-11-01,19:15:29,BG-20251101-06691,Successful,CUST106018,eBike,Banaswadi,Ulsoor,5.5,5.0,0,,0,,0,,65.62,8.65,4.8,4.4,UPI
2025-11-23,16:30:14,BG-20251123-06692,Incomplete,CUST104738,Mini,Seshadripuram,Outer Ring Road,,,0,,0,,1,Customer Demand,,,,,Cash
2025-11-10,00:27:39,BG-20251110-06693,Incomplete,CUST107166,Prime SUV,Banashankari,MG Road,,,0,,0,,1,Vehicle Breakdown,,0.78,,,Credit Card
2025-11-25,16:05:41,BG-20251125-06694,Successful,CUST104278,Prime Plus,Jayanagar,Sommanna Halli,6.0,4.9,0,,0,,0,,115.94,2.27,4.8,3.2,Cash
2025-11-23,10:32:10,BG-20251123-06695,Successful,CUST106326,Bike,Jayanagar,Kundalahalli,2.8,5.5,0,,0,,0,,27.65,1.56,4.9,4.9,Wallet
2025-11-10,12:04:33,BG-20251110-06696,Cancelled by Customer,CUST104577,Prime Sedan,Jakkur,Hebbal,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-21,15:26:38,BG-20251121-06697,Successful,CUST105528,Mini,Gottigere,HSR Layout,4.5,1.1,0,,0,,0,,101.67,2.98,4.7,4.1,UPI
2025-11-24,04:27:20,BG-20251124-06698,Successful,CUST104310,eBike,Ulsoor,Srirampura,3.6,3.8,0,,0,,0,,23.88,0.98,4.5,5.0,Wallet
2025-11-02,19:23:26,BG-20251102-06699,Successful,CUST103229,eBike,Malleshwaram,Kundalahalli,3.7,4.7,0,,0,,0,,25.38,2.27,5.0,4.6,Credit Card
2025-11-09,03:41:26,BG-20251109-06700,Successful,CUST101375,Auto,Chamarajpet,Electronic City,3.0,4.2,0,,0,,0,,25.08,0.37,4.3,4.4,UPI
2025-11-22,19:12:19,BG-20251122-06701,Cancelled by Driver,CUST105161,Prime Plus,Kalyan Nagar,Indiranagar,,,0,,1,Customer related issue,0,,,,,,Wallet
2025-11-13,15:31:56,BG-20251113-06702,Cancelled by Customer,CUST106459,Auto,Hebbal,Yeshwanthpur,,,1,Wrong Address,0,,0,,,,,,UPI
2025-11-25,04:53:20,BG-20251125-06703,Successful,CUST104849,Mini,Banashankari,Srirampura,5.8,5.8,0,,0,,0,,106.19,4.03,5.0,4.4,Credit Card
2025-11-16,00:38:11,BG-20251116-06704,Cancelled by Customer,CUST105684,Prime Sedan,Adugodi,Koramangala,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-18,03:38:43,BG-20251118-06705,Cancelled by Customer,CUST103974,eBike,Basavanagudi,Whitefield 2,,,1,Driver asked to cancel,0,,0,,,,,,Credit Card
2025-11-19,01:03:31,BG-20251119-06706,Successful,CUST107115,Prime Sedan,Frazer Town,Whitefield 2,6.5,3.9,0,,0,,0,,169.96,7.15,4.2,4.2,Wallet
2025-11-12,21:54:43,BG-20251112-06707,Cancelled by Customer,CUST100512,Auto,Byatarayanapura,Koramangala 4th Block,,,1,Driver is not moving towards pickup location,0,,0,,,,,,Credit Card
2025-11-08,08:41:16,BG-20251108-06708,Successful,CUST101083,Prime Plus,Rajankunte,MG Road,5.0,2.6,0,,0,,0,,265.63,12.94,4.7,4.6,Wallet
2025-11-17,15:02:25,BG-20251117-06709,Successful,CUST101976,Prime Plus,Electronic City,Basavanagudi,3.0,3.4,0,,0,,0,,125.47,3.43,4.7,4.5,Wallet
2025-11-15,12:56:59,BG-20251115-06710,Cancelled by Driver,CUST104255,Prime SUV,Koramangala 4th Block,Kudlu Gate,,,0,,1,The customer was coughing/sick,0,,,,,,Wallet
2025-11-10,22:30:49,BG-20251110-06711,Cancelled by Customer,CUST103855,Prime Sedan,Domlur,Peenya,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-15,19:37:58,BG-20251115-06712,Successful,CUST106160,Mini,Koramangala,Hombegowda Nagar,2.9,4.0,0,,0,,0,,43.02,0.3,4.8,4.9,Credit Card
2025-11-15,07:25:14,BG-20251115-06713,Successful,CUST104501,Mini,Koramangala,Peenya,7.0,5.0,0,,0,,0,,57.88,2.35,4.8,4.7,Cash
2025-11-23,15:28:05,BG-20251123-06714,Successful,CUST101203,Bike,Peenya,MG Road,2.0,2.5,0,,0,,0,,26.14,0.57,4.6,4.3,Wallet
2025-11-07,03:23:14,BG-20251107-06715,Cancelled by Customer,CUST100739,Prime SUV,Yelahanka,Yelahanka,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-13,20:17:42,BG-20251113-06716,Successful,CUST107637,Bike,Shivajinagar,Whitefield 2,1.0,3.0,0,,0,,0,,74.62,9.37,5.0,4.5,Wallet
2025-11-17,17:47:17,BG-20251117-06717,Cancelled by Driver,CUST104441,eBike,Electronic City,Kundalahalli,,,0,,1,More than permitted people in there,0,,,,,,Cash
2025-11-09,05:22:42,BG-20251109-06718,Successful,CUST103002,Prime Plus,Kundalahalli,Kundalahalli,6.4,5.4,0,,0,,0,,124.36,3.63,5.0,4.1,Wallet
2025-11-08,15:08:19,BG-20251108-06719,Successful,CUST105596,eBike,Electronic City,Domlur,3.0,4.1,0,,0,,0,,20.94,0.49,4.4,4.0,UPI
2025-11-20,12:51:21,BG-20251120-06720,Successful,CUST105037,Prime Sedan,JP Nagar,Jakkur,7.5,3.6,0,,0,,0,,104.58,1.29,4.4,4.7,Wallet
2025-11-26,17:26:53,BG-20251126-06721,Successful,CUST106718,eBike,Peenya,Jayanagar,2.8,2.9,0,,0,,0,,25.25,0.76,4.6,4.6,Cash
2025-11-27,12:27:32,BG-20251127-06722,Cancelled by Driver,CUST106606,Mini,Rajankunte,Kalyan Nagar,,,0,,1,Personal & Car related issues,0,,,,,,Cash
2025-11-21,13:17:16,BG-20251121-06723,Successful,CUST105469,Prime SUV,Electronic City,Byatarayanapura,2.6,2.7,0,,0,,0,,121.7,0.3,4.1,4.8,Credit Card
2025-11-18,01:16:35,BG-20251118-06724,Cancelled by Customer,CUST101739,Prime SUV,Kalyan Nagar,Domlur,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-13,04:16:42,BG-20251113-06725,Cancelled by Customer,CUST107885,Mini,Srirampura,Whitefield 2,,,1,Change of plans,0,,0,,,,,,Cash
2025-11-16,18:08:03,BG-20251116-06726,Successful,CUST102182,Auto,Sommanna Halli,Yelahanka,2.2,4.7,0,,0,,0,,29.94,0.62,5.0,4.3,UPI
2025-11-09,11:52:03,BG-20251109-06727,Successful,CUST105394,Prime Sedan,Yeshwanthpur,Whitefield 2,5.3,3.9,0,,0,,0,,170.95,5.03,4.8,4.0,Wallet
2025-11-12,14:15:22,BG-20251112-06728,Cancelled by Customer,CUST101802,Prime SUV,Domlur,Kengeri,,,1,Driver asked to cancel,0,,0,,,,,,Cash
2025-11-12,12:59:24,BG-20251112-06729,Successful,CUST101810,Prime SUV,Kalyan Nagar,Vijayanagar,9.6,4.7,0,,0,,0,,121.81,0.3,4.0,3.9,UPI
2025-11-06,06:55:11,BG-20251106-06730,Successful,CUST106971,Auto,Malleshwaram,Yelahanka,3.8,3.2,0,,0,,0,,54.58,2.08,5.0,3.6,UPI
2025-11-19,05:23:25,BG-20251119-06731,Successful,CUST105271,Prime Plus,Shivajinagar,Seshadripuram,10.2,1.2,0,,0,,0,,97.96,2.18,4.0,4.0,Credit Card
2025-11-28,16:08:42,BG-20251128-06732,Successful,CUST101375,Auto,Vijayanagar,Koramangala 4th Block,1.8,3.4,0,,0,,0,,50.8,1.81,4.4,4.7,Credit Card
2025-11-07,00:57:27,BG-20251107-06733,Cancelled by Driver,CUST107580,Prime Plus,Banashankari,Vijayanagar,,,0,,1,Personal & Car related issues,0,,,,,,Credit Card
2025-11-25,14:45:43,BG-20251125-06734,Successful,CUST102037,Prime SUV,Hebbal,Sommanna Halli,3.7,5.7,0,,0,,0,,138.14,1.33,4.3,4.4,Wallet
2025-11-03,17:28:26,BG-20251103-06735,Successful,CUST107030,Prime SUV,Lalbagh,Lalbagh,6.7,3.2,0,,0,,0,,270.4,8.18,4.5,4.4,UPI
2025-11-16,02:57:42,BG-20251116-06736,Cancelled by Customer,CUST106343,Bike,Indiranagar,Kundalahalli,,,1,Change of plans,0,,0,,,,,,UPI
2025-11-18,17:30:01,BG-20251118-06737,Cancelled by Driver,CUST106928,Prime SUV,Adugodi,Adugodi,,,0,,1,The customer was coughing/sick,0,,,,,,UPI
2025-11-16,16:11:22,BG-20251116-06738,Successful,CUST106094,Auto,Rajajinagar,Ulsoor,4.7,3.5,0,,0,,0,,59.51,4.56,4.6,4.2,UPI
2025-11-23,01:21:39,BG-20251123-06739,Cancelled by Customer,CUST101997,Prime Sedan,MG Road,Koramangala 4th Block,,,1,Driver is not moving towards pickup location,0,,0,,,,,,UPI
2025-11-07,07:56:22,BG-20251107-06740,Successful,CUST104512,eBike,Frazer Town,Domlur,1.7,4.1,0,,0,,0,,42.33,3.29,5.0,4.5,Wallet
2025-11-04,18:44:31,BG-20251104-06741,Cancelled by Driver,CUST104542,Prime SUV,Shivajinagar,Shivajinagar,,,0,,1,Personal & Car related issues,0,,,,,,Cash
2025-11-27,11:43:33,BG-20251127-06742,Cancelled by Customer,CUST105335,Prime SUV,Kengeri,Kengeri,,,1,Change of plans,0,,0,,,,,,Wallet
2025-11-25,21:04:31,BG-20251125-06743,Successful,CUST104868,Prime Plus,Nagarbhavi,Jayanagar,5.8,3.5,0,,0,,0,,87.76,0.53,4.6,4.3,Credit Card
2025-11-30,23:06:45,BG-20251130-06744,Cancelled by Driver,CUST106348,Mini,Banashankari,Srirampura,,,0,,1,Personal & Car related issues,0,,,,,,Cash
2025-11-08,20:34:41,BG-20251108-06745,Successful,CUST102924,Prime Plus,Yelahanka New Town,Richmond Town,2.4,3.8,0,,0,,0,,94.76,1.14,5.0,4.1,Credit Card
2025-11-13,23:16:45,BG-20251113-06746,Successful,CUST102618,Bike,Rajankunte,Rajajinagar,3.6,3.0,0,,0,,0,,23.48,0.58,4.6,4.2,Cash
2025-11-13,10:30:30,BG-20251113-06747,Successful,CUST107613,Auto,Byatarayanapura,Yelahanka,5.0,2.0,0,,0,,0,,22.41,1.0,4.6,4.8,Credit Card
2025-11-17,01:57:46,BG-20251117-06748,Cancelled by Driver,CUST107209,Bike,Whitefield 2,Seshadripuram,,,0,,1,Customer related issue,0,,,,,,UPI
2025-11-17,02:58:32,BG-20251117-06749,Successful,CUST101010,Mini,Koramangala,Shivajinagar,4.3,3.2,0,,0,,0,,50.48,0.3,4.5,4.2,Cash
2025-11-05,22:38:47,BG-20251105-06750,Cancelled by Driver,CUST104128,Prime Plus,JP Nagar,Seshadripuram,,,0,,1,The customer was coughing/sick,0,,,,,,Wallet
2025-11-06,18:09:25,BG-20251106-06751,Successful,CUST105147,Mini,Richmond Town,Sahakara Nagar,6.5,3.8,0,,0,,0,,71.08,0.32,5.0,4.9,UPI
2025-11-19,08:33:26,BG-20251119-06752,Successful,CUST106320,Prime SUV,Outer Ring Road,Sommanna Halli,10.4,3.2,0,,0,,0,,138.02,1.31,4.5,4.7,UPI
2025-11-13,03:23:30,BG-20251113-06753,Successful,CUST104595,Prime Plus,Indiranagar,Banaswadi,6.3,4.6,0,,0,,0,,133.08,3.84,4.5,4.4,Credit Card
2025-11-25,10:16:12,BG-20251125-06754,Successful,CUST105063,Prime SUV,Whitefield,Bellandur,7.6,4.6,0,,0,,0,,137.89,1.9,5.0,4.9,Wallet
2025-11-28,09:28:56,BG-20251128-06755,Incomplete,CUST101515,Prime Sedan,Adugodi,Malleshwaram,,,0,,0,,1,Customer Demand,,,,,Credit Card
2025-11-26,12:18:17,BG-20251126-06756,Successful,CUST107984,Bike,Marathahalli,Yeshwanthpur,4.0,5.1,0,,0,,0,,43.07,1.73,4.9,4.0,Credit Card
